Year	Industry	Status of innovation activity	Information	Innovation activity of enterprises by industry
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Total number of enterprises	Continuous in-house R&D, number of enterprises (no.)	111
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Total number of enterprises	Occasional in-house R&D, number of enterprises (no.)	170
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Total number of enterprises	Contract-out R&D, number of enterprises (no.)	169
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Total number of enterprises	In-house or contracted-out R&D, number of enterprises (no.)	298
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Number of enterprises (no.)	489
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Product innovations (goods or services), share of enterprises (%)	43.8
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Goods innovations, share of enterprises (%)	34.9
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Service innovations, share of enterprises (%)	21.8
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Only goods innovations, no service innovations, share of enterprises (%)	22.0
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Only service innovations, no goods innovations, share of enterprises (%)	8.9
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Both goods and service innovations, share of enterprises (%)	12.9
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Products new to market, share of enterprises (%)	28.4
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Products new to enterprise, share of enterprises (%)	36.4
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Products new only to market, not to enterprise, share of enterprises (%)	7.4
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Products new only to enterprise, not to market, share of enterprises (%)	15.4
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Products new both to market and to enterprise, share of enterprises (%)	21.0
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Product innovations developed by enterprise, share of enterprises (%)	33.8
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Product innovations developed together with others, share of enterprises (%)	22.1
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Enterprise modified products developed by others, share of enterprises (%)	2.6
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Product innovations developed by others, share of enterprises (%)	1.1
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Process innovations, share of enterprises (%)	76.3
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Process innovations; production or development methods, share of enterprises (%)	56.4
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Process innovations; logistics, delivery or distribution methods, share of enterprises (%)	11.5
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Process innovations; ICT or information processing, share of enterprises (%)	32.9
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Process innovations; accounting or other administrative operations, share of enterprises (%)	27.2
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Process innovations; business practices or external relations, share of enterprises (%)	10.6
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Process innovations; work responsibilities, decision making, human resources, share of enterprises (%)	31.7
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Process innovations; marketing methods, share of enterprises (%)	24.8
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Process innovations developed by enterprise, share of enterprises (%)	48.7
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Process innovations developed together with others, share of enterprises (%)	35.0
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Enterprise modified processes developed by others, share of enterprises (%)	6.0
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Process innovations developed by others, share of enterprises (%)	7.8
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Innovations, share of enterprises (%)	90.9
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Innovation activities, share of enterprises (%)	27.7
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Ongoing innovation activities, share of enterprises (%)	24.2
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Abandoned innovation activities, share of enterprises (%)	12.3
2022	C25 Manufacture of fabricated metal products, except machinery and equipment	Enterprises with innovation activity	Completed innovation activitiess, share of enterprises (%)	12.4
