Year	Industry	Status of innovation activity	Information	Competence required by the enterprise from not important (1) to highly important (5) and sufficiency of competence by industry
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	Enterprises with innovation activity	Utilisation of intellectual property rights, importance 3, competence not at the needed level, share of enterprises (%)	15.8
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	Enterprises with innovation activity	Utilisation of intellectual property rights, importance 2, competence at the needed level, share of enterprises (%)	5.5
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	Enterprises with innovation activity	Utilisation of intellectual property rights, importance 2, competence not at the needed level, share of enterprises (%)	6.4
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	Enterprises with innovation activity	Utilisation of intellectual property rights, importance 1, competence at the needed level, share of enterprises (%)	3.4
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	Enterprises with innovation activity	Utilisation of intellectual property rights, importance 1, competence not at the needed level, share of enterprises (%)	14.6
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	Enterprises with innovation activity	Some other competence areas, importance 5, competence at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	Enterprises with innovation activity	Some other competence areas, importance 5, competence not at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	Enterprises with innovation activity	Some other competence areas, importance 4, competence at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	Enterprises with innovation activity	Some other competence areas, importance 4, competence not at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	Enterprises with innovation activity	Some other competence areas, importance 3, competence at the needed level, share of enterprises (%)	1.4
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	Enterprises with innovation activity	Some other competence areas, importance 3, competence not at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	Enterprises with innovation activity	Some other competence areas, importance 2, competence at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	Enterprises with innovation activity	Some other competence areas, importance 2, competence not at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	Enterprises with innovation activity	Some other competence areas, importance 1, competence at the needed level, share of enterprises (%)	2.1
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	Enterprises with innovation activity	Some other competence areas, importance 1, competence not at the needed level, share of enterprises (%)	2.1
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	Number of enterprises (no.)	17
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	R&D and technology, importance 5, competence at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	R&D and technology, importance 5, competence not at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	R&D and technology, importance 4, competence at the needed level, share of enterprises (%)	25.6
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	R&D and technology, importance 4, competence not at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	R&D and technology, importance 3, competence at the needed level, share of enterprises (%)	12.8
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	R&D and technology, importance 3, competence not at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	R&D and technology, importance 2, competence at the needed level, share of enterprises (%)	20.5
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	R&D and technology, importance 2, competence not at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	R&D and technology, importance 1, competence at the needed level, share of enterprises (%)	41.1
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	R&D and technology, importance 1, competence not at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	Business competence, importance 5, competence at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	Business competence, importance 5, competence not at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	Business competence, importance 4, competence at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	Business competence, importance 4, competence not at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	Business competence, importance 3, competence at the needed level, share of enterprises (%)	58.9
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	Business competence, importance 3, competence not at the needed level, share of enterprises (%)	0.0
2022	C19-20 Manufacture of petroleum, chemicals and chemical products	No innovation activity	Business competence, importance 2, competence at the needed level, share of enterprises (%)	20.5
